Census_Tract_Name,Total population
Census Tract 4048.04; Los Angeles County; California!!Estimate,"4,223"
Census Tract 4048.05; Los Angeles County; California!!Estimate,"2,922"
Census Tract 4048.06; Los Angeles County; California!!Estimate,"5,842"
Census Tract 4049.01; Los Angeles County; California!!Estimate,"5,363"
Census Tract 4049.02; Los Angeles County; California!!Estimate,"3,343"
Census Tract 4049.03; Los Angeles County; California!!Estimate,"2,677"
Census Tract 4050.01; Los Angeles County; California!!Estimate,"5,366"
Census Tract 4050.02; Los Angeles County; California!!Estimate,"3,271"
Census Tract 4051.01; Los Angeles County; California!!Estimate,"5,368"
Census Tract 4051.02; Los Angeles County; California!!Estimate,"4,850"
Census Tract 4052.01; Los Angeles County; California!!Estimate,"5,421"
Census Tract 4052.02; Los Angeles County; California!!Estimate,"4,208"
Census Tract 4052.03; Los Angeles County; California!!Estimate,"3,038"
Census Tract 4053.01; Los Angeles County; California!!Estimate,"2,977"
Census Tract 4053.02; Los Angeles County; California!!Estimate,"5,688"
Census Tract 4054; Los Angeles County; California!!Estimate,"5,027"
Census Tract 4055; Los Angeles County; California!!Estimate,"6,207"
Census Tract 4056; Los Angeles County; California!!Estimate,"5,748"
Census Tract 4057.01; Los Angeles County; California!!Estimate,"3,637"
Census Tract 4057.02; Los Angeles County; California!!Estimate,"5,159"
Census Tract 4058; Los Angeles County; California!!Estimate,"5,514"
Census Tract 4059; Los Angeles County; California!!Estimate,"4,217"
Census Tract 4060; Los Angeles County; California!!Estimate,"5,235"
Census Tract 4061.01; Los Angeles County; California!!Estimate,"3,206"
Census Tract 4061.03; Los Angeles County; California!!Estimate,"8,008"
Census Tract 4062.01; Los Angeles County; California!!Estimate,"3,655"
Census Tract 4063; Los Angeles County; California!!Estimate,"5,730"
Census Tract 4064.13; Los Angeles County; California!!Estimate,"6,398"
Census Tract 4065; Los Angeles County; California!!Estimate,"7,917"
Census Tract 4066.01; Los Angeles County; California!!Estimate,"5,037"
Census Tract 4066.02; Los Angeles County; California!!Estimate,"4,676"
Census Tract 4067.01; Los Angeles County; California!!Estimate,"3,198"
Census Tract 4067.02; Los Angeles County; California!!Estimate,"7,019"
Census Tract 4068.01; Los Angeles County; California!!Estimate,"4,972"
Census Tract 4069.03; Los Angeles County; California!!Estimate,"7,307"
Census Tract 4070.01; Los Angeles County; California!!Estimate,"5,934"
Census Tract 4070.02; Los Angeles County; California!!Estimate,"3,372"
Census Tract 4071.01; Los Angeles County; California!!Estimate,"4,315"
Census Tract 4071.02; Los Angeles County; California!!Estimate,"5,415"
Census Tract 4072.01; Los Angeles County; California!!Estimate,"3,425"
Census Tract 4072.02; Los Angeles County; California!!Estimate,"3,082"
Census Tract 4073.01; Los Angeles County; California!!Estimate,"3,752"
Census Tract 4073.02; Los Angeles County; California!!Estimate,"3,593"
Census Tract 4074; Los Angeles County; California!!Estimate,"1,848"
Census Tract 4075.01; Los Angeles County; California!!Estimate,"4,241"
Census Tract 4075.02; Los Angeles County; California!!Estimate,"3,905"
Census Tract 4076.01; Los Angeles County; California!!Estimate,"4,203"
Census Tract 4076.02; Los Angeles County; California!!Estimate,"4,026"
Census Tract 4077.01; Los Angeles County; California!!Estimate,"4,418"
Census Tract 4077.02; Los Angeles County; California!!Estimate,"6,536"
Census Tract 4078.01; Los Angeles County; California!!Estimate,"5,148"
Census Tract 4078.02; Los Angeles County; California!!Estimate,"3,207"
Census Tract 4079.01; Los Angeles County; California!!Estimate,"4,317"
Census Tract 4079.02; Los Angeles County; California!!Estimate,"1,632"
Census Tract 4080.03; Los Angeles County; California!!Estimate,"4,687"
Census Tract 4080.04; Los Angeles County; California!!Estimate,"2,414"
Census Tract 4080.05; Los Angeles County; California!!Estimate,"5,367"
Census Tract 4080.06; Los Angeles County; California!!Estimate,"3,878"
Census Tract 4081.33; Los Angeles County; California!!Estimate,"5,988"
Census Tract 4081.34; Los Angeles County; California!!Estimate,"2,641"
Census Tract 4081.35; Los Angeles County; California!!Estimate,"4,336"
Census Tract 4081.36; Los Angeles County; California!!Estimate,"3,718"
Census Tract 4081.37; Los Angeles County; California!!Estimate,"4,099"
Census Tract 4081.38; Los Angeles County; California!!Estimate,"4,889"
Census Tract 4081.39; Los Angeles County; California!!Estimate,"4,478"
Census Tract 4081.40; Los Angeles County; California!!Estimate,"3,409"
Census Tract 4081.41; Los Angeles County; California!!Estimate,"4,075"
Census Tract 4082.12; Los Angeles County; California!!Estimate,"4,750"
Census Tract 4082.13; Los Angeles County; California!!Estimate,"5,787"
Census Tract 4083.01; Los Angeles County; California!!Estimate,"5,923"
Census Tract 4083.02; Los Angeles County; California!!Estimate,"3,350"
Census Tract 4083.03; Los Angeles County; California!!Estimate,"4,228"
Census Tract 4084.01; Los Angeles County; California!!Estimate,"4,352"
Census Tract 4084.02; Los Angeles County; California!!Estimate,"6,286"
Census Tract 4085.03; Los Angeles County; California!!Estimate,"6,923"
Census Tract 4085.04; Los Angeles County; California!!Estimate,"5,418"
Census Tract 4085.05; Los Angeles County; California!!Estimate,"2,373"
Census Tract 4086.23; Los Angeles County; California!!Estimate,"3,117"
Census Tract 4086.24; Los Angeles County; California!!Estimate,"3,054"
Census Tract 4086.25; Los Angeles County; California!!Estimate,"3,873"
Census Tract 4086.26; Los Angeles County; California!!Estimate,"3,778"
Census Tract 4086.27; Los Angeles County; California!!Estimate,"2,626"
Census Tract 4086.28; Los Angeles County; California!!Estimate,"5,591"
Census Tract 4086.29; Los Angeles County; California!!Estimate,"3,069"
Census Tract 4086.31; Los Angeles County; California!!Estimate,"5,014"
Census Tract 4087.03; Los Angeles County; California!!Estimate,"5,547"
Census Tract 4087.05; Los Angeles County; California!!Estimate,"5,540"
Census Tract 4087.07; Los Angeles County; California!!Estimate,"6,507"
Census Tract 4087.22; Los Angeles County; California!!Estimate,"4,244"
Census Tract 4087.24; Los Angeles County; California!!Estimate,"5,435"
Census Tract 4087.25; Los Angeles County; California!!Estimate,"5,854"
Census Tract 4088; Los Angeles County; California!!Estimate,"4,759"
Census Tract 4089; Los Angeles County; California!!Estimate,"5,529"
Census Tract 4090; Los Angeles County; California!!Estimate,"7,610"
Census Tract 4091; Los Angeles County; California!!Estimate,"5,576"
Census Tract 4300.03; Los Angeles County; California!!Estimate,"4,848"
Census Tract 4300.04; Los Angeles County; California!!Estimate,"3,331"
Census Tract 4300.05; Los Angeles County; California!!Estimate,"3,822"
Census Tract 4301.01; Los Angeles County; California!!Estimate,"5,018"
Census Tract 4301.02; Los Angeles County; California!!Estimate,"4,902"
Census Tract 4302; Los Angeles County; California!!Estimate,"1,041"
Census Tract 4303.01; Los Angeles County; California!!Estimate,"4,694"
Census Tract 4303.02; Los Angeles County; California!!Estimate,"4,859"
Census Tract 4304; Los Angeles County; California!!Estimate,"4,267"
Census Tract 4305.01; Los Angeles County; California!!Estimate,"4,526"
Census Tract 4305.02; Los Angeles County; California!!Estimate,"6,494"
Census Tract 4306; Los Angeles County; California!!Estimate,"4,291"
Census Tract 4307.01; Los Angeles County; California!!Estimate,"5,074"
Census Tract 4307.21; Los Angeles County; California!!Estimate,"3,303"
Census Tract 4307.23; Los Angeles County; California!!Estimate,"5,075"
Census Tract 4307.24; Los Angeles County; California!!Estimate,"5,018"
Census Tract 4308.01; Los Angeles County; California!!Estimate,"7,235"
Census Tract 4308.02; Los Angeles County; California!!Estimate,"4,008"
Census Tract 4308.03; Los Angeles County; California!!Estimate,"5,079"
Census Tract 4309.01; Los Angeles County; California!!Estimate,"4,169"
Census Tract 4309.02; Los Angeles County; California!!Estimate,"5,111"
Census Tract 4310.02; Los Angeles County; California!!Estimate,"3,072"
Census Tract 4310.03; Los Angeles County; California!!Estimate,"4,754"
Census Tract 4310.04; Los Angeles County; California!!Estimate,"3,343"
Census Tract 4311; Los Angeles County; California!!Estimate,"7,321"
Census Tract 4312; Los Angeles County; California!!Estimate,"6,459"
Census Tract 4313; Los Angeles County; California!!Estimate,"2,620"
Census Tract 4314; Los Angeles County; California!!Estimate,"3,770"
Census Tract 4315.01; Los Angeles County; California!!Estimate,"3,874"
Census Tract 4315.02; Los Angeles County; California!!Estimate,"4,531"
Census Tract 4316; Los Angeles County; California!!Estimate,"3,913"
Census Tract 4317.01; Los Angeles County; California!!Estimate,"6,323"
Census Tract 4318; Los Angeles County; California!!Estimate,"5,324"
Census Tract 4319; Los Angeles County; California!!Estimate,"3,688"
Census Tract 4320.01; Los Angeles County; California!!Estimate,"2,261"
Census Tract 4320.02; Los Angeles County; California!!Estimate,"5,416"
Census Tract 4321.01; Los Angeles County; California!!Estimate,"4,756"
Census Tract 4321.02; Los Angeles County; California!!Estimate,"5,479"
Census Tract 4322.01; Los Angeles County; California!!Estimate,"4,693"
Census Tract 4322.02; Los Angeles County; California!!Estimate,"3,544"
Census Tract 4323; Los Angeles County; California!!Estimate,"3,960"
Census Tract 4324.01; Los Angeles County; California!!Estimate,"4,217"
Census Tract 4324.02; Los Angeles County; California!!Estimate,"5,378"
Census Tract 4325.01; Los Angeles County; California!!Estimate,"4,199"
Census Tract 4325.02; Los Angeles County; California!!Estimate,"4,310"
Census Tract 4326.01; Los Angeles County; California!!Estimate,"6,453"
Census Tract 4326.02; Los Angeles County; California!!Estimate,"4,461"
Census Tract 4327; Los Angeles County; California!!Estimate,"4,592"
Census Tract 4328.01; Los Angeles County; California!!Estimate,"2,307"
Census Tract 4328.02; Los Angeles County; California!!Estimate,"5,389"
Census Tract 4329.01; Los Angeles County; California!!Estimate,"4,265"
Census Tract 4329.02; Los Angeles County; California!!Estimate,"2,993"
Census Tract 4331.03; Los Angeles County; California!!Estimate,"6,702"
Census Tract 4332; Los Angeles County; California!!Estimate,"6,089"
Census Tract 4333.02; Los Angeles County; California!!Estimate,"1,837"
Census Tract 4333.04; Los Angeles County; California!!Estimate,"3,999"
Census Tract 4333.05; Los Angeles County; California!!Estimate,"4,570"
Census Tract 4333.06; Los Angeles County; California!!Estimate,"3,056"
Census Tract 4333.07; Los Angeles County; California!!Estimate,"2,738"
Census Tract 4334.02; Los Angeles County; California!!Estimate,"4,616"
Census Tract 4334.03; Los Angeles County; California!!Estimate,"4,860"
Census Tract 4335.05; Los Angeles County; California!!Estimate,"3,981"
Census Tract 4335.06; Los Angeles County; California!!Estimate,"3,579"
Census Tract 4336.01; Los Angeles County; California!!Estimate,"4,873"
Census Tract 4336.02; Los Angeles County; California!!Estimate,"2,730"
Census Tract 4338.03; Los Angeles County; California!!Estimate,"3,240"
Census Tract 4338.04; Los Angeles County; California!!Estimate,"4,581"
Census Tract 4339.01; Los Angeles County; California!!Estimate,"5,401"
Census Tract 4339.03; Los Angeles County; California!!Estimate,"5,432"
Census Tract 4340.01; Los Angeles County; California!!Estimate,"4,531"
Census Tract 4340.03; Los Angeles County; California!!Estimate,"3,704"
Census Tract 4340.04; Los Angeles County; California!!Estimate,"3,136"
Census Tract 4341; Los Angeles County; California!!Estimate,"5,919"
Census Tract 4600.01; Los Angeles County; California!!Estimate,"1,853"
Census Tract 4600.02; Los Angeles County; California!!Estimate,"2,748"
Census Tract 4601.01; Los Angeles County; California!!Estimate,"5,650"
Census Tract 4602; Los Angeles County; California!!Estimate,"5,841"
Census Tract 4603.01; Los Angeles County; California!!Estimate,"4,779"
Census Tract 4603.02; Los Angeles County; California!!Estimate,"4,399"
Census Tract 4604.01; Los Angeles County; California!!Estimate,"1,093"
Census Tract 4605.01; Los Angeles County; California!!Estimate,"5,249"
Census Tract 4605.02; Los Angeles County; California!!Estimate,"4,810"
Census Tract 4606.01; Los Angeles County; California!!Estimate,"5,244"
Census Tract 4607; Los Angeles County; California!!Estimate,"4,791"
Census Tract 4608; Los Angeles County; California!!Estimate,"2,792"
Census Tract 4609; Los Angeles County; California!!Estimate,"6,394"
Census Tract 4610; Los Angeles County; California!!Estimate,"5,493"
Census Tract 4611; Los Angeles County; California!!Estimate,"5,153"
Census Tract 4612; Los Angeles County; California!!Estimate,"4,320"
Census Tract 4613; Los Angeles County; California!!Estimate,"6,027"
Census Tract 4614; Los Angeles County; California!!Estimate,"2,695"
Census Tract 4615.01; Los Angeles County; California!!Estimate,"3,559"
Census Tract 4615.02; Los Angeles County; California!!Estimate,"6,056"
Census Tract 4616; Los Angeles County; California!!Estimate,"5,161"
Census Tract 4617; Los Angeles County; California!!Estimate,"1,344"
Census Tract 4619.01; Los Angeles County; California!!Estimate,"4,658"
Census Tract 4619.02; Los Angeles County; California!!Estimate,"2,004"
Census Tract 4620.01; Los Angeles County; California!!Estimate,"4,303"
Census Tract 4620.02; Los Angeles County; California!!Estimate,"3,577"
Census Tract 4621; Los Angeles County; California!!Estimate,"4,710"
Census Tract 4622.01; Los Angeles County; California!!Estimate,"3,615"
Census Tract 4622.02; Los Angeles County; California!!Estimate,"3,206"
Census Tract 4623.01; Los Angeles County; California!!Estimate,"3,924"
Census Tract 4623.02; Los Angeles County; California!!Estimate,"3,377"
Census Tract 4624; Los Angeles County; California!!Estimate,"3,870"
Census Tract 4625; Los Angeles County; California!!Estimate,"6,482"
Census Tract 4626; Los Angeles County; California!!Estimate,"2,392"
Census Tract 4627; Los Angeles County; California!!Estimate,"5,755"
Census Tract 4628; Los Angeles County; California!!Estimate,"2,919"
Census Tract 4629; Los Angeles County; California!!Estimate,"3,654"
Census Tract 4630; Los Angeles County; California!!Estimate,"2,726"
Census Tract 4631.03; Los Angeles County; California!!Estimate,"5,607"
Census Tract 4632; Los Angeles County; California!!Estimate,"3,262"
Census Tract 4633; Los Angeles County; California!!Estimate,"2,014"
Census Tract 4634; Los Angeles County; California!!Estimate,"5,869"
Census Tract 4635; Los Angeles County; California!!Estimate,"6,173"
Census Tract 4636.01; Los Angeles County; California!!Estimate,"6,245"
Census Tract 4636.02; Los Angeles County; California!!Estimate,"5,896"
Census Tract 4637; Los Angeles County; California!!Estimate,"3,429"
Census Tract 4638; Los Angeles County; California!!Estimate,"3,993"
Census Tract 4639; Los Angeles County; California!!Estimate,"3,115"
Census Tract 4640; Los Angeles County; California!!Estimate,"5,348"
Census Tract 4641.01; Los Angeles County; California!!Estimate,"2,223"
Census Tract 4641.02; Los Angeles County; California!!Estimate,"4,381"
Census Tract 4642; Los Angeles County; California!!Estimate,"5,675"
Census Tract 4800.02; Los Angeles County; California!!Estimate,"3,843"
Census Tract 4800.11; Los Angeles County; California!!Estimate,"5,220"
Census Tract 4800.12; Los Angeles County; California!!Estimate,"4,751"
Census Tract 4801.01; Los Angeles County; California!!Estimate,"4,106"
Census Tract 4801.02; Los Angeles County; California!!Estimate,"3,957"
Census Tract 4802.01; Los Angeles County; California!!Estimate,"3,744"
Census Tract 4802.02; Los Angeles County; California!!Estimate,"2,712"
Census Tract 4803.02; Los Angeles County; California!!Estimate,"3,992"
Census Tract 4803.03; Los Angeles County; California!!Estimate,"4,426"
Census Tract 4803.04; Los Angeles County; California!!Estimate,"4,145"
Census Tract 4804; Los Angeles County; California!!Estimate,"5,893"
Census Tract 4805; Los Angeles County; California!!Estimate,"5,301"
Census Tract 4806.01; Los Angeles County; California!!Estimate,"4,044"
Census Tract 4806.02; Los Angeles County; California!!Estimate,"4,302"
Census Tract 4807.02; Los Angeles County; California!!Estimate,"4,501"
Census Tract 4807.03; Los Angeles County; California!!Estimate,"4,074"
Census Tract 4807.04; Los Angeles County; California!!Estimate,"4,075"
Census Tract 4808.02; Los Angeles County; California!!Estimate,"3,220"
Census Tract 4808.03; Los Angeles County; California!!Estimate,"3,027"
Census Tract 4808.04; Los Angeles County; California!!Estimate,"4,675"
Census Tract 4809.01; Los Angeles County; California!!Estimate,"3,901"
Census Tract 4809.02; Los Angeles County; California!!Estimate,"4,012"
Census Tract 4809.03; Los Angeles County; California!!Estimate,"2,873"
Census Tract 4810.01; Los Angeles County; California!!Estimate,"4,582"
Census Tract 4810.02; Los Angeles County; California!!Estimate,"5,748"
Census Tract 4811.01; Los Angeles County; California!!Estimate,"4,275"
Census Tract 4811.02; Los Angeles County; California!!Estimate,"3,603"
Census Tract 4811.03; Los Angeles County; California!!Estimate,"5,315"
Census Tract 4812.01; Los Angeles County; California!!Estimate,"4,000"
Census Tract 4812.03; Los Angeles County; California!!Estimate,"6,768"
Census Tract 4813; Los Angeles County; California!!Estimate,"3,072"
Census Tract 4814.01; Los Angeles County; California!!Estimate,"5,433"
Census Tract 4814.03; Los Angeles County; California!!Estimate,"3,132"
Census Tract 4814.04; Los Angeles County; California!!Estimate,"3,867"
Census Tract 4815; Los Angeles County; California!!Estimate,"4,336"
Census Tract 4816.03; Los Angeles County; California!!Estimate,"3,580"
Census Tract 4816.04; Los Angeles County; California!!Estimate,"4,183"
Census Tract 4816.05; Los Angeles County; California!!Estimate,"2,811"
Census Tract 4816.06; Los Angeles County; California!!Estimate,"4,916"
Census Tract 4817.11; Los Angeles County; California!!Estimate,"4,397"
Census Tract 4817.12; Los Angeles County; California!!Estimate,"5,182"
Census Tract 4817.13; Los Angeles County; California!!Estimate,"2,727"
Census Tract 4817.14; Los Angeles County; California!!Estimate,"2,595"
Census Tract 4818; Los Angeles County; California!!Estimate,"2,282"
Census Tract 4819.01; Los Angeles County; California!!Estimate,"5,562"
Census Tract 4819.02; Los Angeles County; California!!Estimate,"3,319"
Census Tract 4820.01; Los Angeles County; California!!Estimate,"2,647"
Census Tract 4820.02; Los Angeles County; California!!Estimate,"6,821"
Census Tract 4821.01; Los Angeles County; California!!Estimate,"4,525"
Census Tract 4821.02; Los Angeles County; California!!Estimate,"3,295"
Census Tract 4822.01; Los Angeles County; California!!Estimate,"3,857"
Census Tract 4822.02; Los Angeles County; California!!Estimate,"5,441"
Census Tract 4823.01; Los Angeles County; California!!Estimate,"4,855"
Census Tract 4823.03; Los Angeles County; California!!Estimate,"4,766"
Census Tract 4823.04; Los Angeles County; California!!Estimate,"2,877"
Census Tract 4824.01; Los Angeles County; California!!Estimate,"3,647"
Census Tract 4824.03; Los Angeles County; California!!Estimate,"3,254"
Census Tract 4824.04; Los Angeles County; California!!Estimate,"3,429"
Census Tract 4825.02; Los Angeles County; California!!Estimate,"3,520"
Census Tract 4825.03; Los Angeles County; California!!Estimate,"4,007"
Census Tract 4825.21; Los Angeles County; California!!Estimate,"5,385"
Census Tract 4825.22; Los Angeles County; California!!Estimate,"4,165"
Census Tract 4826; Los Angeles County; California!!Estimate,"6,377"
Census Tract 4827.01; Los Angeles County; California!!Estimate,"3,856"
Census Tract 4827.02; Los Angeles County; California!!Estimate,"2,392"
Census Tract 4828.01; Los Angeles County; California!!Estimate,"3,826"
Census Tract 5001; Los Angeles County; California!!Estimate,"3,687"
Census Tract 5002.02; Los Angeles County; California!!Estimate,"4,919"
Census Tract 5002.03; Los Angeles County; California!!Estimate,"4,156"
Census Tract 5002.04; Los Angeles County; California!!Estimate,"2,361"
Census Tract 5003; Los Angeles County; California!!Estimate,"2,691"
Census Tract 5004.02; Los Angeles County; California!!Estimate,"4,660"
Census Tract 5004.03; Los Angeles County; California!!Estimate,"3,841"
Census Tract 5004.04; Los Angeles County; California!!Estimate,"4,401"
Census Tract 5005; Los Angeles County; California!!Estimate,"2,820"
Census Tract 5006; Los Angeles County; California!!Estimate,"5,857"
Census Tract 5007; Los Angeles County; California!!Estimate,"6,413"
Census Tract 5008; Los Angeles County; California!!Estimate,"4,717"
Census Tract 5009; Los Angeles County; California!!Estimate,"5,256"
Census Tract 5010.01; Los Angeles County; California!!Estimate,"3,015"
Census Tract 5010.02; Los Angeles County; California!!Estimate,"4,598"
Census Tract 5012; Los Angeles County; California!!Estimate,"4,982"
Census Tract 5013.01; Los Angeles County; California!!Estimate,"2,978"
Census Tract 5013.02; Los Angeles County; California!!Estimate,"4,534"
Census Tract 5014; Los Angeles County; California!!Estimate,"3,443"
Census Tract 5015.01; Los Angeles County; California!!Estimate,"1,963"
Census Tract 5015.03; Los Angeles County; California!!Estimate,"5,418"
Census Tract 5015.04; Los Angeles County; California!!Estimate,"3,317"
Census Tract 5016; Los Angeles County; California!!Estimate,"7,339"
Census Tract 5017; Los Angeles County; California!!Estimate,"3,793"
Census Tract 5018.02; Los Angeles County; California!!Estimate,"3,219"
Census Tract 5018.03; Los Angeles County; California!!Estimate,"4,690"
Census Tract 5018.04; Los Angeles County; California!!Estimate,"2,133"
Census Tract 5019; Los Angeles County; California!!Estimate,"4,330"
Census Tract 5020.03; Los Angeles County; California!!Estimate,"2,675"
Census Tract 5020.04; Los Angeles County; California!!Estimate,"3,695"
Census Tract 5020.05; Los Angeles County; California!!Estimate,"4,392"
Census Tract 5021; Los Angeles County; California!!Estimate,"5,339"
Census Tract 5022; Los Angeles County; California!!Estimate,"7,093"
Census Tract 5023.03; Los Angeles County; California!!Estimate,"8,229"
Census Tract 5024.01; Los Angeles County; California!!Estimate,"5,074"
Census Tract 5024.02; Los Angeles County; California!!Estimate,"3,470"
Census Tract 5025; Los Angeles County; California!!Estimate,"4,255"
Census Tract 5026.02; Los Angeles County; California!!Estimate,"4,178"
Census Tract 5026.03; Los Angeles County; California!!Estimate,"3,329"
Census Tract 5026.04; Los Angeles County; California!!Estimate,"3,682"
Census Tract 5027; Los Angeles County; California!!Estimate,"7,569"
Census Tract 5028.01; Los Angeles County; California!!Estimate,"6,449"
Census Tract 5029.01; Los Angeles County; California!!Estimate,"5,457"
Census Tract 5030; Los Angeles County; California!!Estimate,"5,594"
Census Tract 5031.03; Los Angeles County; California!!Estimate,"5,595"
Census Tract 5031.04; Los Angeles County; California!!Estimate,"2,344"
Census Tract 5031.05; Los Angeles County; California!!Estimate,"3,394"
Census Tract 5031.06; Los Angeles County; California!!Estimate,"3,961"
Census Tract 5032.01; Los Angeles County; California!!Estimate,"3,878"
Census Tract 5032.02; Los Angeles County; California!!Estimate,"4,217"
Census Tract 5033.01; Los Angeles County; California!!Estimate,"3,436"
Census Tract 5033.02; Los Angeles County; California!!Estimate,"6,070"
Census Tract 5034.01; Los Angeles County; California!!Estimate,"7,145"
Census Tract 5034.02; Los Angeles County; California!!Estimate,"3,845"
Census Tract 5035.01; Los Angeles County; California!!Estimate,"6,913"
Census Tract 5035.02; Los Angeles County; California!!Estimate,"3,842"
Census Tract 5036.01; Los Angeles County; California!!Estimate,"4,140"
Census Tract 5036.02; Los Angeles County; California!!Estimate,"3,786"
Census Tract 5037.01; Los Angeles County; California!!Estimate,"4,896"
Census Tract 5037.02; Los Angeles County; California!!Estimate,"5,165"
Census Tract 5037.04; Los Angeles County; California!!Estimate,"4,365"
Census Tract 5037.05; Los Angeles County; California!!Estimate,"2,928"
Census Tract 5038.01; Los Angeles County; California!!Estimate,"3,718"
Census Tract 5038.02; Los Angeles County; California!!Estimate,"5,186"
Census Tract 5039.01; Los Angeles County; California!!Estimate,"2,217"
Census Tract 5039.02; Los Angeles County; California!!Estimate,"5,065"
Census Tract 5040.01; Los Angeles County; California!!Estimate,"5,141"
Census Tract 5040.02; Los Angeles County; California!!Estimate,"5,331"
Census Tract 5041.01; Los Angeles County; California!!Estimate,"5,068"
Census Tract 5042; Los Angeles County; California!!Estimate,"7,160"
Census Tract 5300.05; Los Angeles County; California!!Estimate,"3,430"
Census Tract 5300.06; Los Angeles County; California!!Estimate,"4,698"
Census Tract 5300.07; Los Angeles County; California!!Estimate,"6,453"
Census Tract 5301.01; Los Angeles County; California!!Estimate,"5,163"
Census Tract 5301.02; Los Angeles County; California!!Estimate,"4,817"
Census Tract 5302.02; Los Angeles County; California!!Estimate,"4,133"
Census Tract 5302.03; Los Angeles County; California!!Estimate,"2,803"
Census Tract 5302.04; Los Angeles County; California!!Estimate,"3,735"
Census Tract 5303.01; Los Angeles County; California!!Estimate,"2,100"
Census Tract 5303.02; Los Angeles County; California!!Estimate,"6,189"
Census Tract 5304; Los Angeles County; California!!Estimate,"3,576"
Census Tract 5305; Los Angeles County; California!!Estimate,"4,001"
Census Tract 5306.03; Los Angeles County; California!!Estimate,"4,439"
Census Tract 5307; Los Angeles County; California!!Estimate,"2,070"
Census Tract 5308.01; Los Angeles County; California!!Estimate,"5,914"
Census Tract 5308.02; Los Angeles County; California!!Estimate,"3,224"
Census Tract 5309.01; Los Angeles County; California!!Estimate,"3,954"
Census Tract 5309.02; Los Angeles County; California!!Estimate,"3,745"
Census Tract 5310; Los Angeles County; California!!Estimate,"4,609"
Census Tract 5311.01; Los Angeles County; California!!Estimate,"4,525"
Census Tract 5311.02; Los Angeles County; California!!Estimate,"2,428"
Census Tract 5312.01; Los Angeles County; California!!Estimate,"4,180"
Census Tract 5312.02; Los Angeles County; California!!Estimate,"4,493"
Census Tract 5313.01; Los Angeles County; California!!Estimate,"5,450"
Census Tract 5313.02; Los Angeles County; California!!Estimate,"5,648"
Census Tract 5315.02; Los Angeles County; California!!Estimate,"3,209"
Census Tract 5315.03; Los Angeles County; California!!Estimate,"2,445"
Census Tract 5315.04; Los Angeles County; California!!Estimate,"3,990"
Census Tract 5316.02; Los Angeles County; California!!Estimate,"3,747"
Census Tract 5316.03; Los Angeles County; California!!Estimate,"3,483"
Census Tract 5316.04; Los Angeles County; California!!Estimate,"3,065"
Census Tract 5317.01; Los Angeles County; California!!Estimate,"5,398"
Census Tract 5317.02; Los Angeles County; California!!Estimate,"4,832"
Census Tract 5318; Los Angeles County; California!!Estimate,"4,508"
Census Tract 5319.01; Los Angeles County; California!!Estimate,"6,664"
Census Tract 5319.02; Los Angeles County; California!!Estimate,"4,014"
Census Tract 5320.01; Los Angeles County; California!!Estimate,"3,133"
Census Tract 5320.02; Los Angeles County; California!!Estimate,"3,348"
Census Tract 5321.01; Los Angeles County; California!!Estimate,"7,260"
Census Tract 5321.02; Los Angeles County; California!!Estimate,"3,655"
Census Tract 5322; Los Angeles County; California!!Estimate,"6,445"
Census Tract 5323.02; Los Angeles County; California!!Estimate,"4,622"
Census Tract 5323.03; Los Angeles County; California!!Estimate,"4,111"
Census Tract 5323.04; Los Angeles County; California!!Estimate,"3,968"
Census Tract 5325; Los Angeles County; California!!Estimate,"3,736"
Census Tract 5326.05; Los Angeles County; California!!Estimate,"4,431"
Census Tract 5326.06; Los Angeles County; California!!Estimate,"4,052"
Census Tract 5326.07; Los Angeles County; California!!Estimate,"5,150"
Census Tract 5327; Los Angeles County; California!!Estimate,"3,128"
Census Tract 5328; Los Angeles County; California!!Estimate,"4,291"
Census Tract 5329; Los Angeles County; California!!Estimate,"6,247"
Census Tract 5330.01; Los Angeles County; California!!Estimate,"4,368"
Census Tract 5330.02; Los Angeles County; California!!Estimate,"2,217"
Census Tract 5331.03; Los Angeles County; California!!Estimate,"3,189"
Census Tract 5331.04; Los Angeles County; California!!Estimate,"4,307"
Census Tract 5331.05; Los Angeles County; California!!Estimate,"2,476"
Census Tract 5331.08; Los Angeles County; California!!Estimate,"4,758"
Census Tract 5332.01; Los Angeles County; California!!Estimate,"2,157"
Census Tract 5332.04; Los Angeles County; California!!Estimate,"4,099"
Census Tract 5333; Los Angeles County; California!!Estimate,"3,061"
Census Tract 5334.01; Los Angeles County; California!!Estimate,"4,534"
Census Tract 5334.02; Los Angeles County; California!!Estimate,"3,988"
Census Tract 5334.03; Los Angeles County; California!!Estimate,"2,507"
Census Tract 5335.01; Los Angeles County; California!!Estimate,"2,796"
Census Tract 5335.04; Los Angeles County; California!!Estimate,"3,879"
Census Tract 5336.01; Los Angeles County; California!!Estimate,"4,227"
Census Tract 5336.02; Los Angeles County; California!!Estimate,"5,081"
Census Tract 5336.03; Los Angeles County; California!!Estimate,"6,314"
Census Tract 5337.01; Los Angeles County; California!!Estimate,"2,909"
Census Tract 5337.02; Los Angeles County; California!!Estimate,"3,678"
Census Tract 5337.03; Los Angeles County; California!!Estimate,"3,916"
Census Tract 5338.03; Los Angeles County; California!!Estimate,"5,723"
Census Tract 5338.04; Los Angeles County; California!!Estimate,"3,666"
